"chr","pos","AF","Effect","Putative_impact","Gene_name","Gene_ID","Feature type"
"chr1",6201228,0.274,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6201303,0.137,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6205886,0.11,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6213804,0.129,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6215696,0.119,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6216091,0.051,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6219366,0.121,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6219378,0.121,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6221737,0.102,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6221781,0.06,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6222324,0.09,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6240036,0.418,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6240191,0.208,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6240421,0.997,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6240472,0.123,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6242644,0.057,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6259549,0.053,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6259677,0.135,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6272735,0.092,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6282373,0.176,"upstream_gene_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6282375,0.081,"upstream_gene_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6284418,0.056,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6284483,0.174,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6295307,0.325,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6295327,0.088,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6298236,0.107,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6298566,0.103,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6302633,0.058,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6311746,0.081,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6328045,0.081,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6333951,0.063,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6363713,0.069,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6390662,0.057,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6392737,0.131,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6395544,0.079,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6423159,0.997,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6425101,0.065,"intron_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6433098,0.052,"downstream_gene_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6433098,0.052,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6433549,0.057,"downstream_gene_variant","MODIFIER","rbfox1","ENSCHAG00000021323","protein_coding"
"chr1",6433549,0.057,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6442520,0.063,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6442521,0.064,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6444022,0.054,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6444299,0.067,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6444700,0.054,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
"chr1",6444709,0.076,"intergenic_region","MODIFIER","rbfox1-TMEM114","ENSCHAG00000021323-ENSCHAG00000021625",""
