"chr","pos","AF","Effect","Putative_impact","Gene_name","Gene_ID","Feature type"
"chr1",20906965,0.059,"intergenic_region","MODIFIER","ATP5MC2-ENSCHAG00000008538","ENSCHAG00000008535-ENSCHAG00000008538",""
"chr1",20921126,0.061,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20930153,0.22,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20941409,0.059,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20945022,0.202,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20955916,0.199,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20956533,0.054,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20961095,0.091,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20962680,0.064,"upstream_gene_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20962680,0.064,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20964455,0.09,"upstream_gene_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20964455,0.09,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20964657,0.081,"upstream_gene_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20964657,0.081,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20964676,0.21,"upstream_gene_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20964676,0.21,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20964677,0.218,"upstream_gene_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20964677,0.218,"intergenic_region","MODIFIER","ENSCHAG00000008538-NXPH3","ENSCHAG00000008538-ENSCHAG00000008546",""
"chr1",20970427,0.067,"intron_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20972310,0.059,"intron_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20976628,0.068,"intron_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20976755,0.291,"intron_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20977384,0.063,"intron_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20982843,0.202,"intron_variant","MODIFIER","NXPH3","ENSCHAG00000008546","protein_coding"
"chr1",20993936,0.088,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21028249,0.073,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21031694,0.065,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21042155,0.066,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21044102,0.08,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21044354,0.079,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21051473,0.074,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21058322,0.109,"downstream_gene_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21058322,0.109,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21058437,0.058,"downstream_gene_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21058437,0.058,"intergenic_region","MODIFIER","NXPH3-spop","ENSCHAG00000008546-ENSCHAG00000008557",""
"chr1",21072066,0.064,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21075781,0.052,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21078010,0.062,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21097462,0.07,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21100409,0.052,"upstream_gene_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21108936,0.052,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21121490,0.056,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21137224,0.225,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21141554,0.054,"intron_variant","MODIFIER","spop","ENSCHAG00000008557","protein_coding"
"chr1",21165195,0.137,"intergenic_region","MODIFIER","spop-ndufa4l","ENSCHAG00000008557-ENSCHAG00000008704",""
"chr1",21169357,0.086,"intergenic_region","MODIFIER","spop-ndufa4l","ENSCHAG00000008557-ENSCHAG00000008704",""
"chr1",21176933,0.11,"downstream_gene_variant","MODIFIER","ndufa4l","ENSCHAG00000008704","protein_coding"
"chr1",21176933,0.11,"intergenic_region","MODIFIER","spop-ndufa4l","ENSCHAG00000008557-ENSCHAG00000008704",""
"chr1",21178337,0.053,"intron_variant","MODIFIER","ndufa4l","ENSCHAG00000008704","protein_coding"
"chr1",21178875,0.092,"downstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21178875,0.092,"intron_variant","MODIFIER","ndufa4l","ENSCHAG00000008704","protein_coding"
"chr1",21179824,0.086,"upstream_gene_variant","MODIFIER","ndufa4l","ENSCHAG00000008704","protein_coding"
"chr1",21179824,0.086,"downstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21180218,0.053,"upstream_gene_variant","MODIFIER","ndufa4l","ENSCHAG00000008704","protein_coding"
"chr1",21180218,0.053,"downstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21181863,0.087,"upstream_gene_variant","MODIFIER","ndufa4l","ENSCHAG00000008704","protein_coding"
"chr1",21181863,0.087,"downstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21181863,0.087,"intergenic_region","MODIFIER","ndufa4l-slc35b1","ENSCHAG00000008704-ENSCHAG00000008733",""
"chr1",21188231,0.096,"downstream_gene_variant","MODIFIER","fam117aa","ENSCHAG00000009073","protein_coding"
"chr1",21188231,0.096,"intron_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21194459,0.074,"upstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21194459,0.074,"intron_variant","MODIFIER","fam117aa","ENSCHAG00000009073","protein_coding"
"chr1",21194547,0.111,"upstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21194547,0.111,"intron_variant","MODIFIER","fam117aa","ENSCHAG00000009073","protein_coding"
"chr1",21195492,0.055,"synonymous_variant","LOW","fam117aa","ENSCHAG00000009073","protein_coding"
"chr1",21195492,0.055,"upstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21195944,0.078,"upstream_gene_variant","MODIFIER","slc35b1","ENSCHAG00000008733","protein_coding"
"chr1",21195944,0.078,"intron_variant","MODIFIER","fam117aa","ENSCHAG00000009073","protein_coding"
"chr2",201327,0.076,"synonymous_variant","LOW","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",201327,0.076,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",201357,0.107,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",201357,0.107,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",202393,0.141,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",202393,0.141,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",202402,0.141,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",202402,0.141,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",202403,0.051,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",202403,0.051,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",202563,0.37,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",202563,0.37,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",202583,0.052,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",202583,0.052,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",203045,0.084,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",203045,0.084,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",203047,0.09,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",203047,0.09,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",203314,0.88,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",203314,0.88,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",203741,0.816,"downstream_gene_variant","MODIFIER","ENSCHAG00000017053","ENSCHAG00000017053","protein_coding"
"chr2",203741,0.816,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",204898,0.086,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",207062,0.095,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",207956,0.159,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208005,0.11,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208022,0.086,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208052,0.283,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208098,0.172,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208131,0.106,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208203,0.063,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208215,0.08,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208223,0.076,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208228,0.133,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",208389,0.082,"intron_variant","MODIFIER","ENSCHAG00000017181","ENSCHAG00000017181","protein_coding"
"chr2",233856,0.118,"intergenic_region","MODIFIER","ENSCHAG00000017181-ENSCHAG00000017231","ENSCHAG00000017181-ENSCHAG00000017231",""
"chr2",251467,0.121,"downstream_gene_variant","MODIFIER","ENSCHAG00000017231","ENSCHAG00000017231","pseudogene"
"chr2",251467,0.121,"downstream_gene_variant","MODIFIER","ENSCHAG00000017232","ENSCHAG00000017232","pseudogene"
"chr2",251467,0.121,"intergenic_region","MODIFIER","ENSCHAG00000017231-ENSCHAG00000017232","ENSCHAG00000017231-ENSCHAG00000017232",""
"chr2",259624,0.06,"missense_variant","MODERATE","ENSCHAG00000017233","ENSCHAG00000017233","protein_coding"
"chr2",261008,0.064,"intron_variant","MODIFIER","ENSCHAG00000017233","ENSCHAG00000017233","protein_coding"
"chr2",277021,0.163,"upstream_gene_variant","MODIFIER","hdac3","ENSCHAG00000017256","protein_coding"
"chr2",277021,0.163,"downstream_gene_variant","MODIFIER","ENSCHAG00000017269","ENSCHAG00000017269","protein_coding"
"chr2",277021,0.163,"intron_variant","MODIFIER","ENSCHAG00000017247","ENSCHAG00000017247","protein_coding"
"chr2",277025,0.153,"upstream_gene_variant","MODIFIER","hdac3","ENSCHAG00000017256","protein_coding"
"chr2",277025,0.153,"downstream_gene_variant","MODIFIER","ENSCHAG00000017269","ENSCHAG00000017269","protein_coding"
"chr2",277025,0.153,"intron_variant","MODIFIER","ENSCHAG00000017247","ENSCHAG00000017247","protein_coding"
"chr2",277026,0.171,"upstream_gene_variant","MODIFIER","hdac3","ENSCHAG00000017256","protein_coding"
"chr2",277026,0.171,"downstream_gene_variant","MODIFIER","ENSCHAG00000017269","ENSCHAG00000017269","protein_coding"
"chr2",277026,0.171,"intron_variant","MODIFIER","ENSCHAG00000017247","ENSCHAG00000017247","protein_coding"
"chr2",283128,0.067,"3_prime_UTR_variant","MODIFIER","hdac3","ENSCHAG00000017256","protein_coding"
"chr2",283128,0.067,"upstream_gene_variant","MODIFIER","ENSCHAG00000017247","ENSCHAG00000017247","protein_coding"
"chr2",283128,0.067,"upstream_gene_variant","MODIFIER","ENSCHAG00000017269","ENSCHAG00000017269","protein_coding"
"chr2",283128,0.067,"downstream_gene_variant","MODIFIER","RSPH1","ENSCHAG00000017274","protein_coding"
"chr2",283310,0.054,"3_prime_UTR_variant","MODIFIER","hdac3","ENSCHAG00000017256","protein_coding"
"chr2",283310,0.054,"upstream_gene_variant","MODIFIER","ENSCHAG00000017247","ENSCHAG00000017247","protein_coding"
"chr2",283310,0.054,"upstream_gene_variant","MODIFIER","ENSCHAG00000017269","ENSCHAG00000017269","protein_coding"
"chr2",283310,0.054,"downstream_gene_variant","MODIFIER","RSPH1","ENSCHAG00000017274","protein_coding"
"chr2",313796,0.105,"intron_variant","MODIFIER","ENSCHAG00000000605","ENSCHAG00000000605","protein_coding"
"chr2",391355,0.08,"intron_variant","MODIFIER","dhrs12","ENSCHAG00000000887","protein_coding"
"chr2",406227,0.083,"intron_variant","MODIFIER","wdfy2","ENSCHAG00000001113","protein_coding"
"chr2",457542,0.052,"upstream_gene_variant","MODIFIER","ENSCHAG00000001500","ENSCHAG00000001500","protein_coding"
"chr2",457542,0.052,"upstream_gene_variant","MODIFIER","si:dkeyp-74a11.1","ENSCHAG00000001466","protein_coding"
"chr2",457556,0.079,"upstream_gene_variant","MODIFIER","ENSCHAG00000001500","ENSCHAG00000001500","protein_coding"
"chr2",457556,0.079,"upstream_gene_variant","MODIFIER","si:dkeyp-74a11.1","ENSCHAG00000001466","protein_coding"
"chr2",1705079,0.052,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1709132,0.066,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1710060,0.069,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1720642,0.077,"3_prime_UTR_variant","MODIFIER","ENSCHAG00000008082","ENSCHAG00000008082","protein_coding"
"chr2",1720642,0.077,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1721072,0.055,"synonymous_variant","LOW","ENSCHAG00000008082","ENSCHAG00000008082","protein_coding"
"chr2",1721072,0.055,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1723123,0.066,"missense_variant","MODERATE","ENSCHAG00000008082","ENSCHAG00000008082","protein_coding"
"chr2",1723123,0.066,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1731564,0.141,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
"chr2",1734569,0.061,"intron_variant","MODIFIER","ENSCHAG00000007933","ENSCHAG00000007933","protein_coding"
