"","CHROM","midPos","fst","nloci","p","pop"
"1","chr1",25000,0.0141359137569447,7,1,"TB06_TB91"
"2","chr1",75000,0.0089246427450842,4,1,"TB06_TB91"
"3","chr1",125000,0.00310106636649799,15,1,"TB06_TB91"
"4","chr1",175000,0.00783241995170641,57,1,"TB06_TB91"
"5","chr1",225000,0.014053652855411,26,1,"TB06_TB91"
"6","chr1",275000,0.00683766179690358,39,1,"TB06_TB91"
"7","chr1",325000,0.0172108561298154,60,1,"TB06_TB91"
"8","chr1",375000,0.00973828547339561,30,1,"TB06_TB91"
"9","chr1",425000,0.0130351769484705,15,1,"TB06_TB91"
"10","chr1",475000,0.0176093384739355,12,1,"TB06_TB91"
"11","chr1",525000,0.00598105661703971,14,1,"TB06_TB91"
"12","chr1",575000,0.00608561269802902,7,1,"TB06_TB91"
"13","chr1",625000,0.00592642757697746,7,1,"TB06_TB91"
"14","chr1",675000,0.00641620174174431,5,1,"TB06_TB91"
"15","chr1",725000,0.00786444258308879,26,1,"TB06_TB91"
"16","chr1",775000,0.0185030914491498,41,1,"TB06_TB91"
"17","chr1",825000,0.00938155365006007,12,1,"TB06_TB91"
"18","chr1",875000,0.00481410476986351,2,1,"TB06_TB91"
"19","chr1",925000,0.00820202972841399,25,1,"TB06_TB91"
"20","chr1",975000,0.00751707360840238,40,1,"TB06_TB91"
"21","chr1",1025000,0.0134393144363648,25,1,"TB06_TB91"
"22","chr1",1075000,0.0706848735545737,1,0.999000999000999,"TB06_TB91"
"23","chr1",1125000,0.0128322299572629,30,1,"TB06_TB91"
"24","chr1",1225000,0.0147028803672957,15,1,"TB06_TB91"
"25","chr1",1275000,0.0121327052482144,35,1,"TB06_TB91"
"26","chr1",1325000,0.0114365699144872,32,1,"TB06_TB91"
"27","chr1",1375000,0.0106837606837607,1,1,"TB06_TB91"
"28","chr1",1425000,0.00313705940198285,9,1,"TB06_TB91"
"29","chr1",1475000,0.0105338956578491,10,1,"TB06_TB91"
"30","chr1",1525000,0.00793682043358238,31,1,"TB06_TB91"
"31","chr1",1575000,0.0377159885177204,17,1,"TB06_TB91"
"32","chr1",1625000,0.00877772165011725,15,1,"TB06_TB91"
"33","chr1",1675000,0.0104999331617875,40,1,"TB06_TB91"
"34","chr1",1725000,0.00678789088298393,11,1,"TB06_TB91"
"35","chr1",1775000,0.0108129603461428,10,1,"TB06_TB91"
"36","chr1",1825000,0.00464819925243648,71,1,"TB06_TB91"
"37","chr1",1875000,0.0132760449359827,79,1,"TB06_TB91"
"38","chr1",1925000,0.00550568761120329,43,1,"TB06_TB91"
"39","chr1",1975000,0.0125749584575124,51,1,"TB06_TB91"
"40","chr1",2025000,0.00911422515523784,41,1,"TB06_TB91"
"41","chr1",2075000,0.0119130195567517,33,1,"TB06_TB91"
"42","chr1",2125000,0.00675483739372898,22,1,"TB06_TB91"
"43","chr1",2175000,0.0135953094085992,13,1,"TB06_TB91"
"44","chr1",2225000,0.00736327956961308,12,1,"TB06_TB91"
"45","chr1",2275000,0.00242211426718306,4,1,"TB06_TB91"
"46","chr1",2375000,0.0293874489831514,5,1,"TB06_TB91"
"47","chr1",2425000,0.00944516328147724,13,1,"TB06_TB91"
"48","chr1",2475000,0.00795929439821461,21,1,"TB06_TB91"
"49","chr1",2525000,0.0100816536769082,34,1,"TB06_TB91"
"50","chr1",2575000,0.0068348677433585,38,1,"TB06_TB91"
"51","chr1",2625000,0.00583403754825279,136,1,"TB06_TB91"
"52","chr1",2675000,0.0137843771203697,52,1,"TB06_TB91"
"53","chr1",2725000,0.0137770563103294,16,1,"TB06_TB91"
"54","chr1",2775000,0.00797249165470765,11,1,"TB06_TB91"
"55","chr1",2825000,0.00814873385699514,29,1,"TB06_TB91"
"56","chr1",2875000,0.00557740738695056,15,1,"TB06_TB91"
"57","chr1",2925000,0.00440480476548948,23,1,"TB06_TB91"
"58","chr1",2975000,0.0111469714435075,38,1,"TB06_TB91"
"59","chr1",3025000,0.0103724521431993,48,1,"TB06_TB91"
"60","chr1",3075000,0.00895364500777473,49,1,"TB06_TB91"
"61","chr1",3125000,0.00657120078840299,29,1,"TB06_TB91"
"62","chr1",3175000,0.0105195589585528,16,1,"TB06_TB91"
"63","chr1",3225000,0.00180239535047883,5,1,"TB06_TB91"
"64","chr1",3275000,0.00584204816293625,19,1,"TB06_TB91"
"65","chr1",3325000,0.0095031350801024,12,1,"TB06_TB91"
"66","chr1",3375000,0.0166604013919168,17,1,"TB06_TB91"
"67","chr1",3425000,0.0132526303942977,13,1,"TB06_TB91"
"68","chr1",3475000,0.0108963481143742,20,1,"TB06_TB91"
"69","chr1",3525000,0.0162947682935753,19,1,"TB06_TB91"
"70","chr1",3575000,0.0065094804276663,11,1,"TB06_TB91"
"71","chr1",3625000,0.00459633934224748,7,1,"TB06_TB91"
"72","chr1",3675000,0.00897298788705591,7,1,"TB06_TB91"
"73","chr1",3725000,0.00634740606216575,12,1,"TB06_TB91"
"74","chr1",3775000,0.0125716417078268,17,1,"TB06_TB91"
"75","chr1",3825000,0.00762082469571837,37,1,"TB06_TB91"
"76","chr1",3875000,0.00770129524358177,103,1,"TB06_TB91"
"77","chr1",3925000,0.0063454168103125,17,1,"TB06_TB91"
"78","chr1",3975000,0.0126582278481013,1,1,"TB06_TB91"
"79","chr1",4075000,0.0104790419161677,1,1,"TB06_TB91"
"80","chr1",4125000,0.00485853646128115,1,1,"TB06_TB91"
"81","chr1",4175000,0.00943298263103064,24,1,"TB06_TB91"
"82","chr1",4225000,0.00587660319523988,23,1,"TB06_TB91"
"83","chr1",4275000,0.00692506565988181,14,1,"TB06_TB91"
"84","chr1",4325000,0.0123517162572992,20,1,"TB06_TB91"
"85","chr1",4375000,0.0105356436223218,35,1,"TB06_TB91"
"86","chr1",4425000,0.00921346293768036,16,1,"TB06_TB91"
"87","chr1",4475000,0.0046199904714495,29,1,"TB06_TB91"
"88","chr1",4525000,0.00790211750778274,41,1,"TB06_TB91"
"89","chr1",4575000,0.00886287531778119,27,1,"TB06_TB91"
"90","chr1",4625000,0.0144154552937015,7,1,"TB06_TB91"
"91","chr1",4675000,0.0239370198954478,4,1,"TB06_TB91"
"92","chr1",4725000,0.0129703274641461,6,1,"TB06_TB91"
"93","chr1",4775000,0.00362602185462051,16,1,"TB06_TB91"
"94","chr1",4825000,0.0100748056067754,113,1,"TB06_TB91"
"95","chr1",4875000,0.0111950421682981,40,1,"TB06_TB91"
"96","chr1",4925000,0.00717091545678785,30,1,"TB06_TB91"
"97","chr1",4975000,0.00614469551682926,30,1,"TB06_TB91"
"98","chr1",5025000,0.00754468619568138,20,1,"TB06_TB91"
"99","chr1",5075000,0.00921151461777121,16,1,"TB06_TB91"
"100","chr1",5125000,0.00748733601602548,13,1,"TB06_TB91"
"101","chr1",5175000,0.0113393005922686,20,1,"TB06_TB91"
"102","chr1",5225000,0.00781178454218169,22,1,"TB06_TB91"
"103","chr1",5275000,0.00776873111786852,17,1,"TB06_TB91"
"104","chr1",5325000,0.00847750713359526,27,1,"TB06_TB91"
"105","chr1",5375000,0.00608610977143612,19,1,"TB06_TB91"
"106","chr1",5425000,0.00988953815182295,25,1,"TB06_TB91"
"107","chr1",5475000,0.015973909123041,30,1,"TB06_TB91"
"108","chr1",5525000,0.0198118210589342,10,1,"TB06_TB91"
"109","chr1",5575000,0.00305405618397816,15,1,"TB06_TB91"
"110","chr1",5625000,0.00576127402994549,11,1,"TB06_TB91"
"111","chr1",5675000,0.0134543405620278,21,1,"TB06_TB91"
"112","chr1",5725000,0.0137948427559231,6,1,"TB06_TB91"
"113","chr1",5775000,0.00322724157200755,7,1,"TB06_TB91"
"114","chr1",5825000,0.002713185468292,16,1,"TB06_TB91"
"115","chr1",5875000,0.00580438334488761,22,1,"TB06_TB91"
"116","chr1",5925000,0.010962170000251,29,1,"TB06_TB91"
"117","chr1",5975000,0.00745282181294453,11,1,"TB06_TB91"
"118","chr1",6025000,0.0149555184454228,8,1,"TB06_TB91"
"119","chr1",6075000,0.00861298513208792,15,1,"TB06_TB91"
"120","chr1",6125000,0.00326573820700498,10,1,"TB06_TB91"
"121","chr1",6175000,0.0101194767246268,16,1,"TB06_TB91"
"122","chr1",6225000,0.0156860778589655,15,1,"TB06_TB91"
"123","chr1",6275000,0.00485573726457094,10,1,"TB06_TB91"
"124","chr1",6325000,0.00254265206033695,4,1,"TB06_TB91"
"125","chr1",6375000,0.00770295285850362,4,1,"TB06_TB91"
"126","chr1",6425000,0.0111073859975903,12,1,"TB06_TB91"
"127","chr1",6475000,0.00671385069476922,23,1,"TB06_TB91"
"128","chr1",6525000,0.0131969170592932,30,1,"TB06_TB91"
"129","chr1",6575000,0.0121826398264692,39,1,"TB06_TB91"
"130","chr1",6625000,0.00664784409636677,27,1,"TB06_TB91"
"131","chr1",6675000,0.0105395890971246,17,1,"TB06_TB91"
"132","chr1",6725000,0.008534736403806,43,1,"TB06_TB91"
"133","chr1",6775000,0.0276885298955383,10,1,"TB06_TB91"
"134","chr1",6825000,0.0119544556124564,18,1,"TB06_TB91"
"135","chr1",6875000,0.00765781151025155,9,1,"TB06_TB91"
"136","chr1",6925000,0.00753667563552707,11,1,"TB06_TB91"
"137","chr1",6975000,0.0266308853316468,15,1,"TB06_TB91"
"138","chr1",7025000,0.00851005737539584,27,1,"TB06_TB91"
"139","chr1",7075000,0.0106893137037863,32,1,"TB06_TB91"
"140","chr1",7125000,0.00574597310351825,14,1,"TB06_TB91"
"141","chr1",7175000,0.00258542854484134,8,1,"TB06_TB91"
"142","chr1",7225000,0.0121703853955375,1,1,"TB06_TB91"
"143","chr1",7275000,0.0131290279484555,8,1,"TB06_TB91"
"144","chr1",7325000,0.0113085498572996,16,1,"TB06_TB91"
"145","chr1",7375000,0.0116803479328586,17,1,"TB06_TB91"
"146","chr1",7425000,0.00314803176598297,3,1,"TB06_TB91"
"147","chr1",7475000,0.00446478895920898,10,1,"TB06_TB91"
"148","chr1",7525000,0.00823489323034984,1,1,"TB06_TB91"
"149","chr1",7625000,0.0053864119812499,11,1,"TB06_TB91"
"150","chr1",7675000,0.00974686520419942,19,1,"TB06_TB91"
"151","chr1",7725000,0.00442679753874989,24,1,"TB06_TB91"
"152","chr1",7775000,0.0167101723622596,10,1,"TB06_TB91"
"153","chr1",7825000,0.00868253248076153,13,1,"TB06_TB91"
"154","chr1",7875000,0.00705493998294086,27,1,"TB06_TB91"
"155","chr1",7925000,0.00697358363272892,13,1,"TB06_TB91"
"156","chr1",7975000,0.0200843055002705,7,1,"TB06_TB91"
"157","chr1",8025000,0.00549321391361859,7,1,"TB06_TB91"
"158","chr1",8075000,0.00802788117088485,27,1,"TB06_TB91"
"159","chr1",8125000,0.00571813639648346,14,1,"TB06_TB91"
"160","chr1",8175000,0.0094271909720681,24,1,"TB06_TB91"
"161","chr1",8225000,0.00573344711105811,15,1,"TB06_TB91"
"162","chr1",8275000,0.0235394758293651,38,1,"TB06_TB91"
"163","chr1",8325000,0.0103363000882809,37,1,"TB06_TB91"
"164","chr1",8375000,0.00577298044627144,11,1,"TB06_TB91"
"165","chr1",8425000,0.013199996676915,32,1,"TB06_TB91"
"166","chr1",8475000,0.00585846728018703,12,1,"TB06_TB91"
"167","chr1",8525000,0.00642641659218945,15,1,"TB06_TB91"
"168","chr1",8575000,0.00750657667225335,54,1,"TB06_TB91"
"169","chr1",8625000,0.00591756563323368,31,1,"TB06_TB91"
"170","chr1",8675000,0.00938715079468564,29,1,"TB06_TB91"
"171","chr1",8725000,0.0168803514898626,27,1,"TB06_TB91"
"172","chr1",8775000,0.00842982231497273,12,1,"TB06_TB91"
"173","chr1",8825000,0.00788057346557505,34,1,"TB06_TB91"
"174","chr1",8875000,0.00958957362647341,19,1,"TB06_TB91"
"175","chr1",8925000,0.0169412158515927,16,1,"TB06_TB91"
"176","chr1",8975000,0.00135670284540921,4,1,"TB06_TB91"
"177","chr1",9025000,0.0105895055587739,34,1,"TB06_TB91"
"178","chr1",9075000,0.0143418284882065,29,1,"TB06_TB91"
"179","chr1",9125000,0.00487288437157805,35,1,"TB06_TB91"
"180","chr1",9175000,0.00573512023657472,31,1,"TB06_TB91"
"181","chr1",9225000,0.00562865618091163,13,1,"TB06_TB91"
"182","chr1",9275000,0.00499371169306694,13,1,"TB06_TB91"
"183","chr1",9325000,0.0103945391603196,19,1,"TB06_TB91"
"184","chr1",9375000,0.0108540018786074,28,1,"TB06_TB91"
"185","chr1",9425000,0.00643609349749817,17,1,"TB06_TB91"
"186","chr1",9475000,0.00850746222432818,29,1,"TB06_TB91"
"187","chr1",9525000,0.0064016387424914,18,1,"TB06_TB91"
"188","chr1",9575000,0.0230341805292995,12,1,"TB06_TB91"
"189","chr1",9625000,0.00886282043421689,17,1,"TB06_TB91"
"190","chr1",9675000,0.00394406092293587,8,1,"TB06_TB91"
"191","chr1",9725000,0.00636554513065329,50,1,"TB06_TB91"
"192","chr1",9775000,0.015336216134202,17,1,"TB06_TB91"
"193","chr1",9825000,0.00929280155438353,13,1,"TB06_TB91"
"194","chr1",9875000,0.00411050248033712,15,1,"TB06_TB91"
"195","chr1",9925000,0.00556668310590871,23,1,"TB06_TB91"
"196","chr1",9975000,0.011556493342578,17,1,"TB06_TB91"
"197","chr1",10025000,0.00877772204620923,10,1,"TB06_TB91"
"198","chr1",10075000,0.00423966983783404,10,1,"TB06_TB91"
"199","chr1",10125000,0.0114260371844958,8,1,"TB06_TB91"
"200","chr1",10175000,0.0175670706523568,21,1,"TB06_TB91"
